[26/Aug/2015 13:36:07] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:19:56] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'mzntsmn9dlcwxw4i7tupadsg81r01ybe' AND `django_session`.`expire_date` > '2015-08-27 04:19:56') LIMIT 21; args=('mzntsmn9dlcwxw4i7tupadsg81r01ybe', u'2015-08-27 04:19:56')
[27/Aug/2015 04:19:57] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:19:57] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'mzntsmn9dlcwxw4i7tupadsg81r01ybe' AND `django_session`.`expire_date` > '2015-08-27 04:19:57') LIMIT 21; args=('mzntsmn9dlcwxw4i7tupadsg81r01ybe', u'2015-08-27 04:19:57')
[27/Aug/2015 04:19:57] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE `django_session`.`session_key` = 'mzntsmn9dlcwxw4i7tupadsg81r01ybe' LIMIT 21; args=('mzntsmn9dlcwxw4i7tupadsg81r01ybe',)
[27/Aug/2015 04:19:57] DEBUG [django.db.backends:91] (0.000) DELETE FROM `django_session` WHERE `django_session`.`session_key` IN ('mzntsmn9dlcwxw4i7tupadsg81r01ybe'); args=(u'mzntsmn9dlcwxw4i7tupadsg81r01ybe',)
[27/Aug/2015 04:19:57] DEBUG [django.db.backends:91] (0.001) SELECT (1) AS `a` FROM `django_session` WHERE `django_session`.`session_key` = 'nby4nmd1z2co37peb8jjywnmtxaifg5j' LIMIT 1; args=(u'nby4nmd1z2co37peb8jjywnmtxaifg5j',)
[27/Aug/2015 04:19:57] DEBUG [django.db.backends:91] (0.000) INSERT INTO `django_session` (`session_key`, `session_data`, `expire_date`) VALUES ('nby4nmd1z2co37peb8jjywnmtxaifg5j', 'NzZmYjY1YTE0YzI2MWZiMjM4NDZjOGRiN2I3YmNlMTQ4YjdhZWM3NDp7fQ==', '2015-09-10 04:19:57'); args=(u'nby4nmd1z2co37peb8jjywnmtxaifg5j', u'NzZmYjY1YTE0YzI2MWZiMjM4NDZjOGRiN2I3YmNlMTQ4YjdhZWM3NDp7fQ==', u'2015-09-10 04:19:57')
[27/Aug/2015 04:19:57] DEBUG [django.db.backends:91] (0.001) UPDATE `django_session` SET `session_data` = 'NzZmYjY1YTE0YzI2MWZiMjM4NDZjOGRiN2I3YmNlMTQ4YjdhZWM3NDp7fQ==', `expire_date` = '2015-09-10 04:19:57' WHERE `django_session`.`session_key` = 'nby4nmd1z2co37peb8jjywnmtxaifg5j'; args=(u'NzZmYjY1YTE0YzI2MWZiMjM4NDZjOGRiN2I3YmNlMTQ4YjdhZWM3NDp7fQ==', u'2015-09-10 04:19:57', u'nby4nmd1z2co37peb8jjywnmtxaifg5j')
[27/Aug/2015 04:19:57] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:19:57] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'nby4nmd1z2co37peb8jjywnmtxaifg5j' AND `django_session`.`expire_date` > '2015-08-27 04:19:57') LIMIT 21; args=('nby4nmd1z2co37peb8jjywnmtxaifg5j', u'2015-08-27 04:19:57')
[27/Aug/2015 04:19:57] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:19:57] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'nby4nmd1z2co37peb8jjywnmtxaifg5j' AND `django_session`.`expire_date` > '2015-08-27 04:19:57') LIMIT 21; args=('nby4nmd1z2co37peb8jjywnmtxaifg5j', u'2015-08-27 04:19:57')
[27/Aug/2015 04:20:02] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:20:02] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'nby4nmd1z2co37peb8jjywnmtxaifg5j' AND `django_session`.`expire_date` > '2015-08-27 04:20:02') LIMIT 21; args=('nby4nmd1z2co37peb8jjywnmtxaifg5j', u'2015-08-27 04:20:02')
[27/Aug/2015 04:20:02] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`username` = 'ra' LIMIT 21; args=(u'ra',)
[27/Aug/2015 04:20:02] DEBUG [django.db.backends:91] (0.000) SELECT (1) AS `a` FROM `django_session` WHERE `django_session`.`session_key` = '4gtnhi6m4wrbz35r4or50c18n8z3uae1' LIMIT 1; args=(u'4gtnhi6m4wrbz35r4or50c18n8z3uae1',)
[27/Aug/2015 04:20:02] DEBUG [django.db.backends:91] (0.000) INSERT INTO `django_session` (`session_key`, `session_data`, `expire_date`) VALUES ('4gtnhi6m4wrbz35r4or50c18n8z3uae1', 'NzZmYjY1YTE0YzI2MWZiMjM4NDZjOGRiN2I3YmNlMTQ4YjdhZWM3NDp7fQ==', '2015-09-10 04:20:02'); args=(u'4gtnhi6m4wrbz35r4or50c18n8z3uae1', u'NzZmYjY1YTE0YzI2MWZiMjM4NDZjOGRiN2I3YmNlMTQ4YjdhZWM3NDp7fQ==', u'2015-09-10 04:20:02')
[27/Aug/2015 04:20:03] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE `django_session`.`session_key` = 'nby4nmd1z2co37peb8jjywnmtxaifg5j' LIMIT 21; args=('nby4nmd1z2co37peb8jjywnmtxaifg5j',)
[27/Aug/2015 04:20:03] DEBUG [django.db.backends:91] (0.000) DELETE FROM `django_session` WHERE `django_session`.`session_key` IN ('nby4nmd1z2co37peb8jjywnmtxaifg5j'); args=(u'nby4nmd1z2co37peb8jjywnmtxaifg5j',)
[27/Aug/2015 04:20:03] DEBUG [django.db.backends:91] (0.000) UPDATE `auth_user` SET `last_login` = '2015-08-27 04:20:03' WHERE `auth_user`.`id` = 3; args=(u'2015-08-27 04:20:03', 3)
[27/Aug/2015 04:20:03] DEBUG [django.db.backends:91] (0.001) UPDATE `django_session` SET `session_data` = 'MTI2N2U4ZjQ0MDliZjAxOGJkMzM0YzllZWZiMmNmYTM5ODg3NGIwMzp7Il9hdXRoX3VzZXJfaGFzaCI6IjI4NGM2OGNhM2MxYTM4NjRmYjJjYTZjN2I3OWUyNWIwNGU4OTFkZDkiLCJfYXV0aF91c2VyX2JhY2tlbmQiOiJkamFuZ28uY29udHJpYi5hdXRoLmJhY2tlbmRzLk1vZGVsQmFja2VuZCIsIl9hdXRoX3VzZXJfaWQiOjN9', `expire_date` = '2015-09-10 04:20:03' WHERE `django_session`.`session_key` = '4gtnhi6m4wrbz35r4or50c18n8z3uae1'; args=(u'MTI2N2U4ZjQ0MDliZjAxOGJkMzM0YzllZWZiMmNmYTM5ODg3NGIwMzp7Il9hdXRoX3VzZXJfaGFzaCI6IjI4NGM2OGNhM2MxYTM4NjRmYjJjYTZjN2I3OWUyNWIwNGU4OTFkZDkiLCJfYXV0aF91c2VyX2JhY2tlbmQiOiJkamFuZ28uY29udHJpYi5hdXRoLmJhY2tlbmRzLk1vZGVsQmFja2VuZCIsIl9hdXRoX3VzZXJfaWQiOjN9', u'2015-09-10 04:20:03', u'4gtnhi6m4wrbz35r4or50c18n8z3uae1')
[27/Aug/2015 04:20:03] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:20:03] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '4gtnhi6m4wrbz35r4or50c18n8z3uae1' AND `django_session`.`expire_date` > '2015-08-27 04:20:03') LIMIT 21; args=('4gtnhi6m4wrbz35r4or50c18n8z3uae1', u'2015-08-27 04:20:03')
[27/Aug/2015 04:20:03] DEBUG [django.db.backends:91] (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3 LIMIT 21; args=(3,)
[27/Aug/2015 04:20:12] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:20:12] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '4gtnhi6m4wrbz35r4or50c18n8z3uae1' AND `django_session`.`expire_date` > '2015-08-27 04:20:12') LIMIT 21; args=('4gtnhi6m4wrbz35r4or50c18n8z3uae1', u'2015-08-27 04:20:12')
[27/Aug/2015 04:20:12] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3 LIMIT 21; args=(3,)
[27/Aug/2015 04:20:12] DEBUG [django.db.backends:91] (0.001) SELECT `codetables_files_saveds`.`id`, `codetables_files_saveds`.`title`, `codetables_files_saveds`.`author_id`, `codetables_files_saveds`.`created_date`, `codetables_files_saveds`.`modified_date` FROM `codetables_files_saveds` WHERE (`codetables_files_saveds`.`title` = 'BubbleSortin' AND `codetables_files_saveds`.`author_id` = 3) LIMIT 21; args=(u'BubbleSortin', 3)
[27/Aug/2015 04:20:12] DEBUG [django.db.backends:91] (0.000) INSERT INTO `codetables_files_saveds` (`title`, `author_id`, `created_date`, `modified_date`) VALUES ('BubbleSortin', 3, '2015-08-27 04:20:12', '2015-08-27 04:20:12'); args=[u'BubbleSortin', 3, u'2015-08-27 04:20:12', u'2015-08-27 04:20:12']
[27/Aug/2015 04:20:22] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:20:22] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '4gtnhi6m4wrbz35r4or50c18n8z3uae1' AND `django_session`.`expire_date` > '2015-08-27 04:20:22') LIMIT 21; args=('4gtnhi6m4wrbz35r4or50c18n8z3uae1', u'2015-08-27 04:20:22')
[27/Aug/2015 04:20:22] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3 LIMIT 21; args=(3,)
[27/Aug/2015 04:20:22] DEBUG [django.db.backends:91] (0.001) SELECT `codetables_files_saveds`.`id`, `codetables_files_saveds`.`title`, `codetables_files_saveds`.`author_id`, `codetables_files_saveds`.`created_date`, `codetables_files_saveds`.`modified_date` FROM `codetables_files_saveds` WHERE (`codetables_files_saveds`.`title` = 'BubbleSorting' AND `codetables_files_saveds`.`author_id` = 3) LIMIT 21; args=(u'BubbleSorting', 3)
[27/Aug/2015 04:20:30] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:20:30] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '4gtnhi6m4wrbz35r4or50c18n8z3uae1' AND `django_session`.`expire_date` > '2015-08-27 04:20:30') LIMIT 21; args=('4gtnhi6m4wrbz35r4or50c18n8z3uae1', u'2015-08-27 04:20:30')
[27/Aug/2015 04:20:30] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3 LIMIT 21; args=(3,)
[27/Aug/2015 04:20:30] DEBUG [django.db.backends:91] (0.000) SELECT `codetables_files_saveds`.`id`, `codetables_files_saveds`.`title`, `codetables_files_saveds`.`author_id`, `codetables_files_saveds`.`created_date`, `codetables_files_saveds`.`modified_date` FROM `codetables_files_saveds` WHERE (`codetables_files_saveds`.`title` = 'Bubble' AND `codetables_files_saveds`.`author_id` = 3) LIMIT 21; args=(u'Bubble', 3)
[27/Aug/2015 04:20:30] DEBUG [django.db.backends:91] (0.001) INSERT INTO `codetables_files_saveds` (`title`, `author_id`, `created_date`, `modified_date`) VALUES ('Bubble', 3, '2015-08-27 04:20:30', '2015-08-27 04:20:30'); args=[u'Bubble', 3, u'2015-08-27 04:20:30', u'2015-08-27 04:20:30']
[27/Aug/2015 04:20:58] DEBUG [django.db.backends:91] (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:20:58] DEBUG [django.db.backends:91] (0.000) SHOW TABLES; args=None
[27/Aug/2015 04:20:58] DEBUG [django.db.backends:91] (0.000) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
[27/Aug/2015 04:21:01] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:21:01] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '4gtnhi6m4wrbz35r4or50c18n8z3uae1' AND `django_session`.`expire_date` > '2015-08-27 04:21:01') LIMIT 21; args=('4gtnhi6m4wrbz35r4or50c18n8z3uae1', u'2015-08-27 04:21:01')
[27/Aug/2015 04:21:01] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3 LIMIT 21; args=(3,)
[27/Aug/2015 04:21:07] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:21:07] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '4gtnhi6m4wrbz35r4or50c18n8z3uae1' AND `django_session`.`expire_date` > '2015-08-27 04:21:07') LIMIT 21; args=('4gtnhi6m4wrbz35r4or50c18n8z3uae1', u'2015-08-27 04:21:07')
[27/Aug/2015 04:21:07] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3 LIMIT 21; args=(3,)
[27/Aug/2015 04:21:07] DEBUG [django.db.backends:91] (0.001) SELECT `codetables_files_saveds`.`id`, `codetables_files_saveds`.`title`, `codetables_files_saveds`.`author_id`, `codetables_files_saveds`.`created_date`, `codetables_files_saveds`.`modified_date` FROM `codetables_files_saveds` WHERE (`codetables_files_saveds`.`title` = 'BubbleSorting' AND `codetables_files_saveds`.`author_id` = 3) LIMIT 21; args=(u'BubbleSorting', 3)
[27/Aug/2015 04:21:14] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:21:14] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '4gtnhi6m4wrbz35r4or50c18n8z3uae1' AND `django_session`.`expire_date` > '2015-08-27 04:21:14') LIMIT 21; args=('4gtnhi6m4wrbz35r4or50c18n8z3uae1', u'2015-08-27 04:21:14')
[27/Aug/2015 04:21:14] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3 LIMIT 21; args=(3,)
[27/Aug/2015 04:21:14] DEBUG [django.db.backends:91] (0.001) SELECT `codetables_files_saveds`.`id`, `codetables_files_saveds`.`title`, `codetables_files_saveds`.`author_id`, `codetables_files_saveds`.`created_date`, `codetables_files_saveds`.`modified_date` FROM `codetables_files_saveds` WHERE (`codetables_files_saveds`.`title` = 'BubbleSortin' AND `codetables_files_saveds`.`author_id` = 3) LIMIT 21; args=(u'BubbleSortin', 3)
[27/Aug/2015 04:21:39] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:21:39] DEBUG [django.db.backends:91] (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '4gtnhi6m4wrbz35r4or50c18n8z3uae1' AND `django_session`.`expire_date` > '2015-08-27 04:21:39') LIMIT 21; args=('4gtnhi6m4wrbz35r4or50c18n8z3uae1', u'2015-08-27 04:21:39')
[27/Aug/2015 04:21:39] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3 LIMIT 21; args=(3,)
[27/Aug/2015 04:21:45] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:21:45] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '4gtnhi6m4wrbz35r4or50c18n8z3uae1' AND `django_session`.`expire_date` > '2015-08-27 04:21:45') LIMIT 21; args=('4gtnhi6m4wrbz35r4or50c18n8z3uae1', u'2015-08-27 04:21:45')
[27/Aug/2015 04:21:45] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3 LIMIT 21; args=(3,)
[27/Aug/2015 04:21:45] DEBUG [django.db.backends:91] (0.000) SELECT `codetables_files_saveds`.`id`, `codetables_files_saveds`.`title`, `codetables_files_saveds`.`author_id`, `codetables_files_saveds`.`created_date`, `codetables_files_saveds`.`modified_date` FROM `codetables_files_saveds` WHERE (`codetables_files_saveds`.`title` = 'BubbleSorting' AND `codetables_files_saveds`.`author_id` = 3) LIMIT 21; args=(u'BubbleSorting', 3)
[27/Aug/2015 04:21:53] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:21:53] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '4gtnhi6m4wrbz35r4or50c18n8z3uae1' AND `django_session`.`expire_date` > '2015-08-27 04:21:53') LIMIT 21; args=('4gtnhi6m4wrbz35r4or50c18n8z3uae1', u'2015-08-27 04:21:53')
[27/Aug/2015 04:21:53] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3 LIMIT 21; args=(3,)
[27/Aug/2015 04:21:53] DEBUG [django.db.backends:91] (0.001) SELECT `codetables_files_saveds`.`id`, `codetables_files_saveds`.`title`, `codetables_files_saveds`.`author_id`, `codetables_files_saveds`.`created_date`, `codetables_files_saveds`.`modified_date` FROM `codetables_files_saveds` WHERE (`codetables_files_saveds`.`title` = 'Bubble' AND `codetables_files_saveds`.`author_id` = 3) LIMIT 21; args=(u'Bubble', 3)
[27/Aug/2015 04:21:53] ERROR [django.request:231] Internal Server Error: /save_file/
Traceback (most recent call last):
  File "/usr/local/lib/python2.7/dist-packages/django/core/handlers/base.py", line 111, in get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "/usr/local/lib/python2.7/dist-packages/django/contrib/auth/decorators.py", line 22, in _wrapped_view
    return view_func(request, *args, **kwargs)
  File "/home/ravinder/projects/codetable/codetables/views.py", line 135, in save_file
    with open(filename, 'r') as files:
IOError: [Errno 2] No such file or directory: u'user_codes/Bubble_ra.c'
[27/Aug/2015 04:22:27] DEBUG [django.db.backends:91] (0.000) SET SQL_AUTO_IS_NULL = 0; args=None
[27/Aug/2015 04:22:27] DEBUG [django.db.backends:91] (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = '4gtnhi6m4wrbz35r4or50c18n8z3uae1' AND `django_session`.`expire_date` > '2015-08-27 04:22:27') LIMIT 21; args=('4gtnhi6m4wrbz35r4or50c18n8z3uae1', u'2015-08-27 04:22:27')
[27/Aug/2015 04:22:27] DEBUG [django.db.backends:91] (0.000) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`first_name`, `auth_user`.`last_name`, `auth_user`.`email`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`date_joined` FROM `auth_user` WHERE `auth_user`.`id` = 3 LIMIT 21; args=(3,)
